OP,A1,A2,A3,A4,A5 
-,2558,0,0,0,0
+,8263,7382,4535,8628,7643
-,6420,0,0,0,0
+,2870,3323,5567,8369,1554
-,57,0,0,0,0
-,2940,0,0,0,0
+,9725,199,9478,8626,3877
+,6490,1593,9500,5240,5051
+,6657,4405,7582,6294,6316
-,2475,0,0,0,0
+,8852,2782,9549,6759,6534
-,5483,0,0,0,0
-,2325,0,0,0,0
+,980,3729,8402,4411,368
+,5574,3836,6821,9968,9389
+,2057,4051,6285,6650,9564
-,5052,0,0,0,0
-,3352,0,0,0,0
-,7585,0,0,0,0
-,623,0,0,0,0
-,3630,0,0,0,0
-,7866,0,0,0,0
-,2740,0,0,0,0
-,1644,0,0,0,0
-,7163,0,0,0,0
+,9960,8062,5995,8730,7773
-,1021,0,0,0,0
+,1430,5546,9640,717,5201
+,2122,8526,2738,5964,9198
-,6082,0,0,0,0
-,1334,0,0,0,0
-,100,0,0,0,0
-,2353,0,0,0,0
+,7079,7868,7592,8488,2577
+,7489,518,9587,8927,4253
-,6277,0,0,0,0
+,3495,4939,1834,2487,3773
+,9066,7255,7360,7071,9464
+,5084,9428,9609,5299,3802
-,3156,0,0,0,0
+,9333,8951,4463,1510,6404
-,4758,0,0,0,0
-,5866,0,0,0,0
+,1776,7479,4264,2643,9064
-,6233,0,0,0,0
-,6764,0,0,0,0
+,2586,7291,5259,3467,6517
-,2380,0,0,0,0
-,7015,0,0,0,0
-,7351,0,0,0,0
+,4890,552,1785,4791,8081
+,5943,8429,217,1526,9156
+,7458,501,2271,1597,1413
+,4382,3833,5917,8740,65
+,4776,1429,4296,4361,2944
-,4208,0,0,0,0
-,3200,0,0,0,0
-,568,0,0,0,0
-,7570,0,0,0,0
-,6207,0,0,0,0
-,7757,0,0,0,0
-,3550,0,0,0,0
+,8160,722,4882,4490,5215
+,7350,4984,7406,2015,9610
+,2297,1056,187,3820,7095
+,9798,2653,8466,9037,5437
+,23,7632,1157,5321,7942
+,1988,5356,6806,2531,4862
-,648,0,0,0,0
-,7028,0,0,0,0
+,572,5489,353,2885,9749
+,2226,7845,885,7615,8258
-,6306,0,0,0,0
-,6590,0,0,0,0
-,7891,0,0,0,0
+,2731,2829,1652,5994,508
+,6379,1023,9169,5571,6981
-,1361,0,0,0,0
+,9301,9343,1338,6910,3972
+,6915,877,1281,7556,5242
-,7643,0,0,0,0
-,1731,0,0,0,0
-,7567,0,0,0,0
+,1504,3558,3230,4247,65
-,4053,0,0,0,0
+,7531,4495,4708,5547,6983
+,3179,1355,534,3532,8526
-,5414,0,0,0,0
+,5281,9857,43,4288,8359
-,6781,0,0,0,0
+,6640,7817,1756,1818,2927
+,3442,8925,4604,9305,9332
+,3205,2,8458,5160,1037
+,9595,3914,4729,356,568
+,8516,788,9147,9666,4978
-,6398,0,0,0,0
-,3443,0,0,0,0
+,878,9543,7311,9184,9379
+,2033,4609,2870,5577,4223
+,1859,960,8166,1489,2460
-,263,0,0,0,0
+,527,5690,6332,3871,1213
-,3988,0,0,0,0
+,9868,2595,4460,369,8484
+,4213,775,2287,6931,4678
-,7350,0,0,0,0
+,666,9823,3061,9989,463
-,6438,0,0,0,0
-,3109,0,0,0,0
-,5921,0,0,0,0
-,5564,0,0,0,0
-,2247,0,0,0,0
+,7666,1118,8824,4770,1844
+,5320,8065,1054,3274,6688
+,6214,4926,5411,2346,5224
-,100,0,0,0,0
+,6701,9488,3938,6764,4701
+,9860,8304,2607,2578,5968
-,871,0,0,0,0
+,312,5438,7784,8068,9512
+,5996,2242,3831,8792,7598
+,5418,9021,1056,5980,343
-,2384,0,0,0,0
+,9855,8355,2135,6296,2334
-,3809,0,0,0,0
+,6638,6365,9040,9793,9656
+,3455,8288,711,915,5405
+,4604,5630,1731,966,2783
-,6610,0,0,0,0
+,271,474,3718,1492,52
-,5980,0,0,0,0
+,1125,9364,9035,3941,7817
-,1363,0,0,0,0
-,6004,0,0,0,0
+,7588,4768,3329,451,6239
+,2528,8568,853,9732,2260
+,3671,9762,9680,6974,9630
-,1187,0,0,0,0
-,7746,0,0,0,0
+,8920,2604,4841,1457,6553
-,1907,0,0,0,0
+,5265,3743,3662,3704,6842
+,5903,9891,8668,5249,2237
+,1734,4756,9166,9546,9640
-,3376,0,0,0,0
-,3254,0,0,0,0
+,3280,7064,2431,3878,4824
-,3379,0,0,0,0
+,2166,5859,5000,8422,6752
-,5877,0,0,0,0
+,1610,5619,5062,6603,2229
-,568,0,0,0,0
-,961,0,0,0,0
-,526,0,0,0,0
-,4527,0,0,0,0
+,4563,2170,134,2048,7317
+,239,8562,2343,1812,6487
+,734,5224,6334,1209,2058
+,7791,7988,8355,2027,199
+,241,9715,6857,989,7204
+,9824,3413,99,8005,9349
-,5537,0,0,0,0
+,3505,4266,8717,247,8064
+,7463,9625,2086,4332,7360
+,4473,8151,3508,3746,6343
-,3916,0,0,0,0
+,7001,3296,8362,4530,8839
-,576,0,0,0,0
-,403,0,0,0,0
-,7130,0,0,0,0
+,8952,3398,5667,9510,9335
+,9535,1148,6864,475,9418
+,3928,2028,4817,234,9397
+,7441,5746,8124,1360,3466
+,4631,3948,4172,8841,9396
+,5695,3871,7281,4336,651
+,6448,9138,9044,5351,2531
+,3733,9070,3284,6569,3290
-,6702,0,0,0,0
+,909,6838,4011,4830,6428
+,6305,1061,84,3919,8525
+,5988,631,5481,5129,7659
-,3324,0,0,0,0
+,1091,2208,1846,3102,843
+,491,5686,1642,44,2719
+,3700,4694,8051,4774,2485
+,4337,6755,9806,8547,2109
+,2869,1835,2665,6717,8219
+,1595,4804,585,7724,8583
+,5383,1028,7411,3994,8302
-,1254,0,0,0,0
-,3925,0,0,0,0
-,4307,0,0,0,0
+,5227,7856,7761,4178,8296
-,2683,0,0,0,0
+,8759,2372,3506,2801,7121
+,1235,7045,646,5707,8246
+,5660,6625,2073,1850,2796
-,7698,0,0,0,0
+,523,6221,2523,6014,8819
-,5083,0,0,0,0
-,2266,0,0,0,0
+,8020,1187,4816,4540,2199
-,5819,0,0,0,0
+,1760,2560,8708,3420,2416
+,4243,2352,2592,1577,3612
-,4206,0,0,0,0
-,2092,0,0,0,0
-,5088,0,0,0,0
-,6197,0,0,0,0
-,1407,0,0,0,0
-,1259,0,0,0,0
+,7205,929,3854,70,5425
+,830,5891,6303,779,3430
-,5154,0,0,0,0
+,4933,1747,3016,3530,1554
+,2070,1012,5578,7505,8468
+,2673,9857,6642,6345,7406
+,1209,1375,380,534,3645
+,5664,5378,8657,6227,6503
+,2717,7211,7923,9153,4196
+,6264,697,420,8058,1675
+,98,4699,9499,88,2466
+,1834,6698,7515,1407,7631
+,8752,3865,1122,7637,5323
-,5683,0,0,0,0
+,4566,5196,4489,2349,2055
+,3647,1687,1067,5390,1500
-,1272,0,0,0,0
+,1387,2277,6990,6221,3364
-,1034,0,0,0,0
+,1057,3399,6132,2561,7049
-,4100,0,0,0,0
-,434,0,0,0,0
+,6868,1674,2496,4454,3015
+,7623,4240,371,4327,9891
-,1989,0,0,0,0
-,29,0,0,0,0
+,619,848,2651,3053,1695
+,2432,3265,8965,7545,413
-,139,0,0,0,0
+,2160,9290,5685,7273,5837
-,2016,0,0,0,0
-,734,0,0,0,0
-,4315,0,0,0,0
-,162,0,0,0,0
+,9408,2312,9553,2581,1088
+,5267,45,9399,2086,5338
+,403,3242,7360,8908,6735
-,1114,0,0,0,0
-,3224,0,0,0,0
+,6879,2705,2993,5001,3286
+,5607,3211,3677,8618,8932
-,2731,0,0,0,0
-,7615,0,0,0,0
+,2854,8180,3992,3424,1276
-,2767,0,0,0,0
-,4070,0,0,0,0
+,6732,2377,6956,48,5678
+,6147,9765,206,6939,9224
+,7229,4006,9207,1271,9599
+,7299,7484,6799,750,2381
+,9664,7414,3568,6195,7279
-,2768,0,0,0,0
-,5247,0,0,0,0
-,2166,0,0,0,0
+,4961,453,4493,9999,5962
-,3246,0,0,0,0
+,2428,9783,9990,6109,2278
-,2362,0,0,0,0
-,4231,0,0,0,0
+,8046,6318,7027,6150,7965
+,4391,2047,8119,1945,9833
-,5011,0,0,0,0
+,4607,5805,116,2818,9135
-,518,0,0,0,0
+,2936,6920,2198,1745,2904
-,1893,0,0,0,0
-,3714,0,0,0,0
-,2887,0,0,0,0
-,7597,0,0,0,0
+,1545,7221,4472,6461,8570
-,7047,0,0,0,0
-,7378,0,0,0,0
+,2642,235,3917,2616,3686
+,5542,7816,784,6545,7338
-,7693,0,0,0,0
+,8140,3761,5231,878,7068
+,438,6779,4170,2364,150
+,8689,6422,9853,45,3561
-,2423,0,0,0,0
+,1462,489,8813,2782,2957
-,5634,0,0,0,0
+,3791,1865,3296,4876,6307
-,5912,0,0,0,0
-,868,0,0,0,0
+,1532,2961,6710,1399,4648
-,4021,0,0,0,0
+,5945,5474,8864,1500,6123
-,1551,0,0,0,0
-,6617,0,0,0,0
-,6409,0,0,0,0
-,2338,0,0,0,0
+,5195,1919,3799,2951,3159
+,2151,1477,1279,3055,1901
+,1973,5657,8412,7168,2088
+,992,3690,4031,2274,6222
-,5845,0,0,0,0
+,253,2935,6490,5521,6003
+,3910,1811,8945,4638,5498
+,4874,8264,9429,3472,6863
-,5150,0,0,0,0
-,7180,0,0,0,0
+,5219,1258,5164,4548,9729
-,346,0,0,0,0
+,3060,2962,2175,8156,5426
-,7180,0,0,0,0
-,1522,0,0,0,0
-,720,0,0,0,0
-,5536,0,0,0,0
+,8375,9621,6525,1183,6101
+,1315,9204,3727,5121,2228
-,5472,0,0,0,0
+,4152,601,7532,1105,978
-,7925,0,0,0,0
-,5355,0,0,0,0
+,8801,392,8750,472,5594
+,7222,9008,3014,2755,7797
+,8355,5287,1658,2322,3108
+,6439,51,6674,3850,3146
+,4325,6473,5607,9134,7125
+,9858,4683,4708,6266,917
-,3741,0,0,0,0
-,7377,0,0,0,0
-,1210,0,0,0,0
-,6858,0,0,0,0
-,1589,0,0,0,0
+,567,7026,8026,15,942
-,2585,0,0,0,0
+,2158,1629,8516,4924,6541
+,6483,4776,1382,1843,9625
-,2432,0,0,0,0
-,3088,0,0,0,0
+,4591,3012,865,9435,872
+,4371,5639,1078,78,3177
+,6609,783,33,2468,1582
-,7093,0,0,0,0
-,2097,0,0,0,0
+,2738,8995,6145,6540,3645
+,2794,8544,2344,9754,391
+,7579,4911,2395,2897,2313
-,1561,0,0,0,0
+,4954,8165,8431,4990,4603
-,7808,0,0,0,0
+,4304,4323,209,6622,9038
-,3262,0,0,0,0
+,5511,8870,4681,1242,6204
-,1437,0,0,0,0
-,3847,0,0,0,0
-,3173,0,0,0,0
-,1045,0,0,0,0
+,1677,5410,3327,6570,9229
-,6425,0,0,0,0
+,3686,3530,5667,4572,3224
+,3164,2898,2443,2838,3378
-,7593,0,0,0,0
+,7501,5055,2337,7953,1307
-,3201,0,0,0,0
-,3461,0,0,0,0
-,528,0,0,0,0
+,8565,5214,4465,1280,5901
+,4166,5990,6022,1667,9662
+,8539,7148,2230,3135,3920
-,7482,0,0,0,0
-,7836,0,0,0,0
-,7904,0,0,0,0
-,6001,0,0,0,0
+,4500,2204,9624,1871,2886
+,2881,7891,6361,2350,5013
-,5351,0,0,0,0
+,4124,719,7438,7338,1332
-,862,0,0,0,0
+,4281,8162,9600,8819,2907
-,5055,0,0,0,0
-,2833,0,0,0,0
-,3218,0,0,0,0
-,7517,0,0,0,0
+,7631,7863,7506,2016,5335
-,5503,0,0,0,0
-,2233,0,0,0,0
-,7599,0,0,0,0
+,8152,1601,8836,177,7233
+,5398,1411,6653,498,62
+,6596,7756,9765,9953,9420
-,4075,0,0,0,0
+,6039,4845,2975,7912,4990
+,9576,6096,9264,5561,4873
+,9969,9972,747,6190,8225
+,2581,3761,4294,9617,5312
+,7977,7908,8071,3186,9942
+,2457,7164,2746,4448,5331
-,6687,0,0,0,0
-,1895,0,0,0,0
-,3587,0,0,0,0
-,3800,0,0,0,0
-,6523,0,0,0,0
+,8828,1206,3694,4199,5874
-,6705,0,0,0,0
-,4161,0,0,0,0
-,4130,0,0,0,0
+,7269,4557,6661,8560,4171
-,4416,0,0,0,0
+,4039,7464,1234,3076,4703
-,6040,0,0,0,0
-,7327,0,0,0,0
+,677,7063,7254,9591,6255
-,6531,0,0,0,0
-,5033,0,0,0,0
+,488,9415,2125,342,9892
-,2096,0,0,0,0
-,4944,0,0,0,0
-,4354,0,0,0,0
+,1425,2299,4596,2301,6628
+,1279,8988,7295,3798,9090
+,9622,3558,9974,6697,3981
+,4085,9812,2951,8719,5596
+,8684,6463,1128,447,5139
+,9311,7068,3174,2732,6745
-,6210,0,0,0,0
+,6417,963,5747,1216,1945
-,6795,0,0,0,0
-,2061,0,0,0,0
-,5671,0,0,0,0
-,1137,0,0,0,0
+,9817,7958,4536,7196,6398
+,7082,7453,8555,3011,5860
-,4519,0,0,0,0
+,1386,8598,7085,5522,7471
+,1801,6210,3337,7194,821
+,1293,1610,7939,1645,8513
-,4224,0,0,0,0
+,2813,9882,4671,7236,3698
+,7586,4705,3234,286,777
+,9743,2857,921,4867,2725
+,2274,2619,9592,9521,2120
+,5761,9255,4003,6261,7773
+,8043,894,3749,4026,1967
-,6398,0,0,0,0
+,5939,291,2348,4904,8078
+,2326,7719,4309,166,376
+,5423,295,578,2515,8852
-,2297,0,0,0,0
+,2536,2018,6717,7903,9333
+,8690,9762,4290,7669,850
+,1155,3950,1970,8373,1543
+,6263,5624,349,2573,8714
-,3423,0,0,0,0
+,2470,6619,6337,3181,6875
+,8423,6341,2350,9232,6097
-,5434,0,0,0,0
+,1072,1895,9995,9208,2898
+,3316,6440,2560,1390,2308
-,3476,0,0,0,0
+,6827,8916,7147,6347,282
+,4412,5105,6857,7821,7589
-,5861,0,0,0,0
+,5468,184,2707,5281,7303
+,5869,2030,1495,2390,1448
+,1361,401,2833,4469,3278
+,5984,1770,1884,4885,3712
+,7232,2792,2921,2048,9808
+,5007,7258,760,5890,6684
+,9353,5929,5583,4519,6913
+,3354,9577,4865,7591,1652
-,3390,0,0,0,0
+,4182,9792,8292,9220,1444
+,5240,2851,7069,8037,2610
+,5472,2224,8208,2224,129
+,4392,9970,2450,3682,7890
+,8209,9804,1449,3291,7874
-,1609,0,0,0,0
-,7579,0,0,0,0
-,561,0,0,0,0
+,9178,9350,524,1460,3620
-,6924,0,0,0,0
-,5396,0,0,0,0
+,9145,2203,1085,3111,4204
-,6280,0,0,0,0
+,3707,6178,9076,5655,7661
-,2109,0,0,0,0
-,4221,0,0,0,0
+,152,4326,6974,1300,8850
+,6142,9868,9,9029,2656
-,7893,0,0,0,0
+,640,1484,1767,2140,6874
-,2143,0,0,0,0
+,4914,143,7405,7828,9004
+,2885,7474,7330,3442,6089
-,621,0,0,0,0
+,1898,9796,1802,4318,6565
+,6906,4415,923,3684,3030
+,1411,8562,7778,3866,4369
+,8676,6519,8985,8450,7502
+,2391,8193,8204,5797,4788
-,6277,0,0,0,0
-,612,0,0,0,0
+,4389,6888,3645,5432,8786
+,6086,9260,7775,9700,2716
+,5588,6565,9540,9829,2335
+,4966,866,3790,1986,3958
+,2874,4710,7931,8927,1724
+,408,6346,1199,1870,9830
+,5256,9932,8320,8939,7741
-,6059,0,0,0,0
-,6844,0,0,0,0
+,6690,3683,5308,4344,5880
-,7283,0,0,0,0
-,5355,0,0,0,0
-,4957,0,0,0,0
-,329,0,0,0,0
+,3130,1246,7200,2200,2741
+,3252,3278,6742,8217,9110
+,3820,6815,3931,5640,8479
-,7938,0,0,0,0
-,3614,0,0,0,0
-,429,0,0,0,0
-,890,0,0,0,0
-,6722,0,0,0,0
+,7272,4455,4150,1558,557
+,6136,945,2504,1924,4835
-,3827,0,0,0,0
+,1754,8225,3811,4415,8949
+,9504,2127,3370,5790,3806
-,4528,0,0,0,0
-,4119,0,0,0,0
-,6545,0,0,0,0
-,2267,0,0,0,0
-,3072,0,0,0,0
+,1179,3861,5572,447,7126
-,5826,0,0,0,0
-,6728,0,0,0,0
-,3080,0,0,0,0
+,8540,4945,967,6440,992
-,4616,0,0,0,0
+,1220,3251,4473,2396,2507
+,1864,9070,4289,7446,2043
+,7507,5424,5139,3606,9597
+,2919,4104,2902,9389,4793
+,9159,3855,3419,955,3383
-,3393,0,0,0,0
-,5544,0,0,0,0
-,4649,0,0,0,0
-,4185,0,0,0,0
+,2359,330,1420,3480,2353
-,2603,0,0,0,0
-,191,0,0,0,0
+,5656,5088,3556,9612,1998
+,5736,6,4795,2554,8378
+,2378,3365,495,5501,2345
+,7643,129,8672,9662,6921
+,3077,7575,1247,4403,6447
-,2278,0,0,0,0
+,2672,9724,543,6855,5154
-,4810,0,0,0,0
+,9015,5731,8713,8398,4179
-,3244,0,0,0,0
+,9303,8463,9589,3400,6567
-,1312,0,0,0,0
-,782,0,0,0,0
-,4361,0,0,0,0
-,5700,0,0,0,0
+,455,1289,9198,1116,5306
-,301,0,0,0,0
+,9859,335,5593,7289,2456
+,3284,6108,914,2834,555
+,6259,2815,553,8571,2030
+,5318,9905,7272,2067,4293
+,5457,5908,4023,8278,4288
-,7128,0,0,0,0
+,4615,1337,9682,4580,6543
-,6070,0,0,0,0
-,1695,0,0,0,0
+,7553,8547,5850,4134,3934
+,9490,6068,5399,609,6524
+,2246,1998,1163,7629,362
+,7430,1952,4541,7402,4611
-,6287,0,0,0,0
+,6958,259,604,3719,7046
+,6505,9020,7277,5619,4500
+,4706,1737,6993,5559,2911
-,3353,0,0,0,0
+,7060,5340,8775,3796,5195
-,6219,0,0,0,0
-,5346,0,0,0,0
+,8001,3009,304,2085,9379
+,2324,5145,1581,9,6081
+,5659,2296,9361,6268,4068
-,1445,0,0,0,0
-,421,0,0,0,0
-,568,0,0,0,0
+,517,3544,5304,4032,9482
+,557,8884,3134,6747,3937
-,3725,0,0,0,0
-,1793,0,0,0,0
+,694,8167,4223,834,2671
+,1683,1753,4217,2208,3345
+,3449,3629,3334,8942,9320
+,9554,7568,1211,1004,4165
+,273,9045,9618,431,7308
+,1269,804,7277,804,454
-,5396,0,0,0,0
+,6462,7426,4808,8015,7730
+,6844,6367,1623,6704,612
+,56,3716,8217,4218,4297
-,1440,0,0,0,0
-,7836,0,0,0,0
-,7621,0,0,0,0
-,1465,0,0,0,0
-,5289,0,0,0,0
-,5083,0,0,0,0
+,1174,5718,1755,1028,6105
+,3398,4406,5366,8949,8249
+,8785,4510,9955,7004,7121
+,2356,1478,3164,280,49
-,2294,0,0,0,0
+,2418,9887,9058,6368,2687
-,7685,0,0,0,0
+,8159,1789,7397,7824,3277
+,6413,4623,2881,9439,5418
+,9792,9698,7338,2714,3870
-,2228,0,0,0,0
+,536,3490,9897,7414,9746
+,1987,4593,2842,2631,1667
+,5526,9101,656,8308,8807
-,5271,0,0,0,0
+,8552,9390,904,7254,4407
+,9529,2293,302,4994,8789
+,6101,12,8869,3093,1822
-,6306,0,0,0,0
-,3564,0,0,0,0
-,7530,0,0,0,0
+,7980,4766,275,5588,6525
-,2542,0,0,0,0
+,5045,9643,2617,4720,4903
+,3129,7720,2022,680,5068
+,4741,462,5636,3019,118
-,740,0,0,0,0
-,2313,0,0,0,0
+,3614,1693,8861,7361,7706
-,4829,0,0,0,0
-,5052,0,0,0,0
+,7471,368,2819,6060,9862
-,4571,0,0,0,0
-,7258,0,0,0,0
-,3780,0,0,0,0
-,4109,0,0,0,0
+,6341,9106,7086,438,7181
+,1245,932,4061,4117,7121
+,6078,3202,6983,9035,660
+,8995,8601,8221,4920,8625
+,5941,8107,6540,3897,3850
-,488,0,0,0,0
-,3808,0,0,0,0
+,3682,9527,7529,4025,5750
-,3712,0,0,0,0
+,1514,8339,7087,3625,66
+,3727,5739,8464,993,1808
-,4845,0,0,0,0
-,1064,0,0,0,0
+,2543,6671,3330,6486,4226
+,701,564,3936,4841,2496
-,179,0,0,0,0
-,2477,0,0,0,0
+,2899,3980,5012,5729,5241
+,7455,6354,712,3706,8733
-,6875,0,0,0,0
-,1201,0,0,0,0
+,6037,257,6309,1786,3892
+,9139,7862,431,9450,8760
-,4537,0,0,0,0
+,9689,6310,1447,4712,2216
+,499,670,7310,501,6737
+,7524,2026,9734,281,6247
-,5157,0,0,0,0
+,7332,7199,6343,3349,4518
-,1456,0,0,0,0
-,7084,0,0,0,0
-,5886,0,0,0,0
+,6913,7901,4987,641,1546
+,9744,7322,676,9208,5078
+,7075,634,8866,9883,4953
+,1790,8997,7679,2290,5001
-,1029,0,0,0,0
-,6739,0,0,0,0
+,7004,9961,4602,7221,2453
-,7918,0,0,0,0
+,2187,4957,3376,6471,9186
+,71,8507,5271,7803,6560
-,7777,0,0,0,0
-,4164,0,0,0,0
+,5644,4892,7790,8680,8530
-,2462,0,0,0,0
-,1082,0,0,0,0
-,1720,0,0,0,0
+,5642,5994,5696,8321,4440
+,2903,398,1711,6579,368
-,4669,0,0,0,0
-,701,0,0,0,0
+,3616,100,9826,5376,7737
+,1885,2093,3432,9458,4296
-,6485,0,0,0,0
-,2966,0,0,0,0
+,2727,2935,8692,4379,200
+,5655,6805,6374,2486,7689
+,6509,2039,8934,4893,2768
+,8284,8969,851,3948,3983
+,7822,2671,4843,1192,2741
-,953,0,0,0,0
+,4310,7212,3575,5800,2136
+,3724,6820,6294,5246,9771
-,1869,0,0,0,0
-,5387,0,0,0,0
-,5507,0,0,0,0
-,6846,0,0,0,0
-,4289,0,0,0,0
-,2099,0,0,0,0
-,4931,0,0,0,0
+,6463,7262,9548,3732,4408
+,7113,4395,8307,3754,9313
+,1563,989,645,9372,9003
-,2017,0,0,0,0
+,1916,9382,3357,9968,2267
-,565,0,0,0,0
-,156,0,0,0,0
-,6701,0,0,0,0
-,3587,0,0,0,0
+,3485,9542,8570,8081,9973
+,3708,208,939,1183,6541
+,4665,6708,4513,7915,4235
-,1052,0,0,0,0
+,9887,9489,7155,4239,7954
-,3721,0,0,0,0
+,5845,8752,1031,3190,3057
+,6538,1276,8211,2142,4768
-,907,0,0,0,0
-,2949,0,0,0,0
-,2676,0,0,0,0
+,4667,6038,1626,5858,1582
+,3856,3045,4679,1802,3505
+,4261,1229,6644,327,1755
-,6294,0,0,0,0
+,585,6636,8252,8514,5214
-,1201,0,0,0,0
+,1484,4084,1925,5240,6627
-,1670,0,0,0,0
+,4181,8996,1469,6566,5404
-,3461,0,0,0,0
+,5436,1037,6355,2627,3228
-,6146,0,0,0,0
+,5302,8773,8721,866,9869
+,8048,2718,238,9933,793
-,5841,0,0,0,0
+,1435,8879,4441,6473,1694
-,7861,0,0,0,0
+,5748,2103,5041,1824,8516
-,6745,0,0,0,0
+,3415,2058,9839,8410,8320
-,1589,0,0,0,0
+,6845,9194,1022,3187,437
+,5464,2828,7814,3525,7603
+,8943,4787,4197,6003,2862
+,3137,7065,3895,9695,9780
-,4793,0,0,0,0
+,8618,6717,5961,5077,4192
+,7635,454,4142,5562,6702
-,1828,0,0,0,0
-,4546,0,0,0,0
+,6317,9830,4594,378,106
+,3970,2621,3924,7019,7407
-,995,0,0,0,0
-,5495,0,0,0,0
-,7416,0,0,0,0
+,6721,4795,3284,5124,5908
+,7952,7990,6332,2077,2974
-,6113,0,0,0,0
-,7360,0,0,0,0
+,3380,1110,834,6529,7749
+,8433,5777,4460,866,4879
+,8879,497,7977,5360,8075
+,5795,4707,340,7678,2649
-,7178,0,0,0,0
-,3135,0,0,0,0
+,1813,8753,1316,4829,4162
+,2940,7540,4266,3840,1913
+,4893,1081,6313,4,3933
+,5489,3585,1327,5776,7551
-,158,0,0,0,0
-,6869,0,0,0,0
+,9196,443,8680,2859,9924
+,3383,6255,4789,4236,1858
+,3323,333,2883,5736,5615
-,399,0,0,0,0
-,261,0,0,0,0
+,784,9236,736,818,8043
-,4220,0,0,0,0
+,9910,9307,9266,4397,2884
+,3156,9579,4872,3667,5633
+,8291,7333,7021,2072,3290
+,7792,531,6263,6033,4835
+,4557,1837,4148,1194,714
+,4334,3552,7369,8840,9145
-,5119,0,0,0,0
+,4398,5893,8498,5896,5172
+,2355,8742,7854,7205,8780
+,8363,5800,8296,2555,5418
+,2546,8078,5674,8828,1362
-,4844,0,0,0,0
-,5494,0,0,0,0
-,1508,0,0,0,0
-,1492,0,0,0,0
+,9012,1819,1159,9693,6463
-,7674,0,0,0,0
-,573,0,0,0,0
-,4669,0,0,0,0
+,3277,4775,6479,858,6748
-,172,0,0,0,0
+,9867,8170,6064,9134,2041
+,7982,1320,898,73,632
-,7090,0,0,0,0
+,6242,4177,9713,7088,3478
-,3584,0,0,0,0
+,7780,2846,3093,5893,4011
+,4956,2372,66,9887,9663
+,4778,348,9038,9121,8378
-,2024,0,0,0,0
+,4386,7213,1083,4583,5758
+,6351,1423,3471,7527,3015
-,4455,0,0,0,0
+,5367,8212,7245,5640,9891
-,6300,0,0,0,0
+,3652,9943,633,4984,4801
+,7989,3531,8895,1218,1534
+,7826,52,3699,5340,1547
-,6440,0,0,0,0
+,4712,8330,1579,7380,8520
-,1194,0,0,0,0
-,295,0,0,0,0
-,6803,0,0,0,0
+,9775,119,6583,8482,7741
-,4257,0,0,0,0
+,6644,4,6128,4296,1419
+,4660,615,1684,9936,3805
+,4542,6192,9184,8146,9202
-,1241,0,0,0,0
+,8711,2256,3253,949,9145
+,3427,6152,3944,2122,8195
+,776,171,2354,1551,2101
-,3253,0,0,0,0
+,6185,6295,3513,9959,567
-,440,0,0,0,0
+,3983,4292,4386,6895,3141
+,6970,5069,8037,2590,1951
-,3421,0,0,0,0
-,765,0,0,0,0
-,7729,0,0,0,0
+,3195,4087,3724,5064,9584
+,4448,4617,3413,6061,1022
+,7294,823,2952,3317,8297
+,5157,638,5915,2427,7536
+,8719,8601,7745,1856,7993
+,5059,5689,84,1648,7379
+,8946,4710,1415,9733,9849
+,3997,8299,6511,7064,7628
+,6949,1179,4492,443,4633
-,3519,0,0,0,0
-,5589,0,0,0,0
+,8915,4174,5211,5476,8845
-,6447,0,0,0,0
+,9514,3772,872,2456,1774
+,356,291,9800,4935,112
+,8892,4753,6965,4918,8182
-,489,0,0,0,0
-,5390,0,0,0,0
-,1039,0,0,0,0
-,3380,0,0,0,0
+,9797,2618,3053,7341,4160
+,1225,6596,1084,1527,9817
+,8594,1355,4113,1441,3719
+,1189,7060,6055,8747,6457
-,6921,0,0,0,0
+,8933,9240,7066,3223,2634
-,1113,0,0,0,0
-,5142,0,0,0,0
+,8738,8554,9829,5614,2364
+,8449,4693,8607,5868,9717
-,5840,0,0,0,0
-,6,0,0,0,0
-,5751,0,0,0,0
+,9146,6519,8147,9526,6637
-,7694,0,0,0,0
-,5537,0,0,0,0
+,105,1174,9857,107,4841
-,3481,0,0,0,0
+,6326,4781,2026,7359,5825
-,1723,0,0,0,0
-,1487,0,0,0,0
+,4493,9414,6704,5033,191
-,2946,0,0,0,0
+,5411,4967,1195,7622,9152
+,4920,2579,3473,4731,8260
-,7273,0,0,0,0
+,7495,8691,5891,8137,3791
+,2523,2389,9630,3492,9089
-,423,0,0,0,0
-,1544,0,0,0,0
-,6792,0,0,0,0
-,3342,0,0,0,0
-,6741,0,0,0,0
-,5285,0,0,0,0
+,7041,7803,8506,8092,2925
-,4965,0,0,0,0
+,5787,5116,6006,8594,7596
+,5671,1250,7167,7588,9671
+,509,7923,3765,7223,1170
+,7706,8445,3901,4461,6764
+,9411,5357,161,2933,9523
-,6922,0,0,0,0
-,244,0,0,0,0
+,9639,8559,6658,5916,2353
-,4658,0,0,0,0
-,6370,0,0,0,0
+,1193,5792,7363,8565,2673
-,4565,0,0,0,0
+,8316,1176,6867,7239,2837
+,6688,2666,1796,7459,8851
-,3509,0,0,0,0
+,3923,3644,519,714,7550
-,2951,0,0,0,0
+,5490,558,4361,4683,3469
+,7408,1072,2323,9429,4276
+,6115,1953,7045,7512,4865
-,3332,0,0,0,0
