OP,A1,A2,A3,A4,A5 
-,9981,0,0,0,0
-,5498,0,0,0,0
-,3357,0,0,0,0
-,3985,0,0,0,0
+,3044,9762,2560,1746,5155
-,2121,0,0,0,0
-,7717,0,0,0,0
-,1371,0,0,0,0
+,8222,5686,1567,8816,275
-,5797,0,0,0,0
+,9379,2407,5534,2996,9667
-,9,0,0,0,0
-,3792,0,0,0,0
+,9263,9217,1786,5027,3246
+,9287,1610,2753,2047,9396
+,9221,6824,5601,2793,4595
-,2315,0,0,0,0
+,543,9068,6218,827,6377
+,8313,6757,8927,3488,4520
+,6637,2346,3192,772,9491
+,8281,434,5294,7944,5659
+,9075,4031,2940,1144,2951
+,8227,911,5739,7215,5881
-,8409,0,0,0,0
+,1983,7522,4651,3904,8077
+,7575,8831,9814,6409,8580
+,5134,3370,5782,6104,6523
-,3145,0,0,0,0
-,7993,0,0,0,0
+,8229,5014,480,7145,9
+,7888,4242,1962,9888,8265
-,7383,0,0,0,0
+,6615,1022,3723,3403,8933
+,6657,6148,6867,5214,6951
-,9558,0,0,0,0
+,1891,830,4647,8048,4400
-,1100,0,0,0,0
-,3804,0,0,0,0
+,4480,818,1108,170,783
+,615,5831,7924,623,1550
+,2978,5575,7701,6277,7134
+,4781,2613,3107,7679,1380
-,3391,0,0,0,0
+,4872,5097,7450,968,739
-,3055,0,0,0,0
-,6705,0,0,0,0
-,1110,0,0,0,0
-,8533,0,0,0,0
+,9226,2099,299,3598,2790
+,5964,5706,6769,5368,2270
-,1920,0,0,0,0
-,7772,0,0,0,0
+,3527,1432,2175,3431,2804
+,9564,269,5913,2995,7464
-,2546,0,0,0,0
-,8807,0,0,0,0
-,7371,0,0,0,0
-,2181,0,0,0,0
-,3242,0,0,0,0
+,6975,9812,8239,7828,4382
+,3164,760,5674,1802,8250
+,2818,2846,8184,4571,7664
+,4939,1606,319,1881,8155
-,601,0,0,0,0
+,735,5508,5299,439,6384
+,5307,1817,6751,1031,2190
-,1080,0,0,0,0
-,2904,0,0,0,0
+,4359,12,6453,5477,7555
-,277,0,0,0,0
+,1549,4092,9578,7378,8635
+,9723,2236,3110,7345,4995
+,9,5105,9940,910,4348
+,42,7045,3152,7229,6229
-,4350,0,0,0,0
+,9525,1588,7195,2181,5126
+,595,4814,6206,1335,614
+,3056,5650,5013,6810,9004
+,7858,5902,9581,5955,8871
+,8665,3403,840,743,4635
-,4054,0,0,0,0
+,5389,3008,6710,1243,8178
+,773,6008,9998,3854,8088
-,5978,0,0,0,0
-,7108,0,0,0,0
-,3772,0,0,0,0
+,8535,280,4001,4034,7910
+,7561,3671,2504,576,127
-,6383,0,0,0,0
-,2889,0,0,0,0
+,9118,9040,2969,7875,8319
-,5371,0,0,0,0
+,8391,1291,6223,9399,222
-,7001,0,0,0,0
+,3259,8688,8855,5953,1063
-,9831,0,0,0,0
-,3277,0,0,0,0
+,9276,5744,204,6931,9673
-,1545,0,0,0,0
-,8753,0,0,0,0
-,3163,0,0,0,0
-,4757,0,0,0,0
+,5225,3809,6015,6397,8112
+,4668,1022,201,6565,4853
+,6703,1040,4489,6956,2842
-,3404,0,0,0,0
-,6558,0,0,0,0
-,292,0,0,0,0
-,5602,0,0,0,0
-,8366,0,0,0,0
+,1119,4109,8556,4057,5038
+,2621,4749,5671,3130,8924
-,2096,0,0,0,0
+,694,5083,7055,3503,5708
-,1637,0,0,0,0
+,4617,1037,5485,3817,4124
+,1078,7294,2928,952,9172
+,2945,8701,2581,1994,6963
-,9503,0,0,0,0
+,6454,5376,5992,5020,4177
-,3068,0,0,0,0
-,8443,0,0,0,0
+,7008,2639,6612,7462,452
+,606,7223,2230,4313,3759
-,2351,0,0,0,0
-,2471,0,0,0,0
-,8774,0,0,0,0
+,6424,6255,7544,782,2432
+,8042,5009,2614,8080,5648
+,3572,2757,6009,4908,6409
-,5622,0,0,0,0
-,2347,0,0,0,0
-,8463,0,0,0,0
-,3036,0,0,0,0
-,6186,0,0,0,0
+,6085,1918,5378,7198,5534
-,7052,0,0,0,0
-,6807,0,0,0,0
-,1338,0,0,0,0
-,145,0,0,0,0
+,4087,99,871,7271,9669
+,9336,9051,3448,8463,1672
+,2249,3343,1297,175,8263
-,2726,0,0,0,0
+,651,5823,5627,5881,1769
+,6132,8494,210,1739,5880
+,71,2901,6516,2853,2879
+,8649,9180,7012,6808,6383
+,8021,8609,7946,356,5511
+,7810,6938,2105,1200,4148
-,6500,0,0,0,0
-,1492,0,0,0,0
-,8565,0,0,0,0
+,4669,1383,2047,5575,4469
+,4264,5230,9678,2781,1284
-,7957,0,0,0,0
-,7581,0,0,0,0
-,5496,0,0,0,0
-,5277,0,0,0,0
+,1173,7055,6604,5495,5411
-,9384,0,0,0,0
-,3964,0,0,0,0
-,162,0,0,0,0
-,289,0,0,0,0
+,1457,3307,3149,3372,7086
-,6015,0,0,0,0
+,110,4833,7391,8333,8597
+,5770,3964,3263,3189,4697
-,8329,0,0,0,0
+,4553,5353,6600,7595,6193
+,6718,6685,968,5277,6347
-,5460,0,0,0,0
-,1438,0,0,0,0
+,2326,5964,9195,6437,9332
-,710,0,0,0,0
+,9370,7808,6248,845,935
-,7921,0,0,0,0
+,5570,4764,9803,4006,1872
+,3264,4628,6591,5872,1524
-,1632,0,0,0,0
+,9327,5739,4049,15,4741
-,1751,0,0,0,0
+,600,3105,7606,7073,9949
-,1852,0,0,0,0
-,9572,0,0,0,0
-,9367,0,0,0,0
-,234,0,0,0,0
+,4449,3811,5737,828,9320
-,6191,0,0,0,0
+,6773,8700,9839,7908,9788
+,1613,1277,9653,7205,2402
+,8008,4151,3975,6062,9893
+,4535,3518,6682,1300,9207
+,8117,4080,5293,8398,265
+,9157,4642,4498,2300,3263
+,7529,1309,4362,8526,687
-,6553,0,0,0,0
-,4187,0,0,0,0
+,665,6927,8082,3348,9908
+,8924,5808,2693,1425,618
+,411,8451,694,779,296
+,1497,3180,9036,78,9134
-,1456,0,0,0,0
-,2525,0,0,0,0
-,760,0,0,0,0
+,4250,6467,2986,2665,6005
-,6051,0,0,0,0
-,4099,0,0,0,0
-,2593,0,0,0,0
-,5920,0,0,0,0
-,9510,0,0,0,0
-,9222,0,0,0,0
+,6137,5253,4360,1200,6948
+,8824,8413,7954,3353,1556
-,5828,0,0,0,0
-,8704,0,0,0,0
-,2179,0,0,0,0
+,8221,1066,163,2829,463
-,3345,0,0,0,0
-,3961,0,0,0,0
-,667,0,0,0,0
-,4539,0,0,0,0
-,2646,0,0,0,0
+,6125,3212,1178,425,8342
+,964,8200,8620,3276,5549
+,9663,6830,377,2584,8404
+,2120,5244,3256,4629,8679
-,7728,0,0,0,0
-,5236,0,0,0,0
-,8057,0,0,0,0
+,8103,1576,1966,1943,7783
+,453,8029,4886,354,2421
+,4726,2388,6554,1479,4148
-,1071,0,0,0,0
-,5611,0,0,0,0
-,2764,0,0,0,0
-,5621,0,0,0,0
+,8247,494,3144,696,5417
+,9622,3903,9424,9592,3799
-,6415,0,0,0,0
-,5423,0,0,0,0
+,6537,2327,6391,6497,1336
+,9051,170,538,9717,7133
+,9473,8016,262,8464,2090
+,4806,1600,9411,7596,4090
+,6211,354,8797,2231,5978
+,9266,8121,1459,5501,613
+,4914,9444,4647,865,4393
-,760,0,0,0,0
+,277,9096,5238,8315,5365
-,9401,0,0,0,0
+,287,9329,9253,9693,3284
-,7990,0,0,0,0
-,3607,0,0,0,0
+,7546,3253,3524,6967,1855
-,5105,0,0,0,0
-,7461,0,0,0,0
+,7208,2567,7150,8475,5803
+,534,7595,7157,7075,5401
-,9249,0,0,0,0
-,9861,0,0,0,0
-,6864,0,0,0,0
-,8981,0,0,0,0
-,3387,0,0,0,0
-,7860,0,0,0,0
+,4511,2806,1883,40,4131
+,4292,2803,8326,8205,1227
+,5673,639,1226,1101,5186
+,9107,5606,4229,1667,5995
-,8182,0,0,0,0
+,1885,3290,155,1006,8383
-,1181,0,0,0,0
+,3525,1224,2324,6792,3341
+,4768,5271,6993,884,5879
+,1196,8891,8194,5407,6081
+,9455,7299,1866,382,9877
-,7947,0,0,0,0
-,1544,0,0,0,0
+,2192,8972,6596,87,3333
+,7213,1582,4832,889,3661
+,2484,2717,3604,5797,46
-,7754,0,0,0,0
-,2076,0,0,0,0
+,6832,3075,757,1055,2730
-,145,0,0,0,0
+,5640,3690,5685,7001,9110
+,1683,6948,2581,7083,5760
+,8246,5818,3882,3516,9595
+,9908,3331,8023,4600,6016
-,9794,0,0,0,0
-,8014,0,0,0,0
+,4733,232,8918,8770,2341
+,3924,8571,1257,2130,1646
-,1452,0,0,0,0
+,206,3796,715,3261,5829
+,337,3815,4840,4218,6884
+,552,2889,8649,2219,5913
+,9204,4640,6580,3666,3667
-,4557,0,0,0,0
-,1790,0,0,0,0
-,6416,0,0,0,0
+,4821,526,2161,3813,8745
-,3314,0,0,0,0
+,7554,1333,1309,6240,6532
+,8956,7816,311,1696,4568
-,6579,0,0,0,0
-,816,0,0,0,0
+,9886,780,246,6810,8435
+,2380,7077,4418,3342,3133
-,8918,0,0,0,0
+,1230,439,654,6162,1223
+,7410,3580,2981,9548,897
-,9904,0,0,0,0
+,2251,6211,7499,2769,6809
-,5334,0,0,0,0
-,5745,0,0,0,0
+,4244,5016,8652,4893,6458
-,7489,0,0,0,0
-,9508,0,0,0,0
-,5114,0,0,0,0
-,1495,0,0,0,0
-,5823,0,0,0,0
-,4388,0,0,0,0
+,299,5355,7510,55,2313
-,8009,0,0,0,0
+,9502,8417,2123,6054,1162
+,9139,6591,1157,2686,1829
-,1845,0,0,0,0
-,5194,0,0,0,0
+,745,9664,1220,8848,1022
+,7895,6958,8353,4254,375
-,2672,0,0,0,0
+,7259,6904,5401,5441,5260
-,3321,0,0,0,0
+,2927,7758,8193,4598,8247
-,51,0,0,0,0
+,2398,3373,6195,4510,1836
+,7202,976,7281,7205,733
+,8513,6474,6054,9888,1761
+,8344,6335,6533,6810,7538
+,3649,6531,8140,3634,5921
-,2286,0,0,0,0
-,2051,0,0,0,0
+,3616,2376,5776,8557,325
-,3535,0,0,0,0
-,1746,0,0,0,0
-,8791,0,0,0,0
+,7869,1162,2219,2118,9330
-,6044,0,0,0,0
-,6995,0,0,0,0
+,9296,6169,9221,8532,2683
-,7724,0,0,0,0
-,5950,0,0,0,0
+,5477,3608,5989,8891,1601
+,7642,925,7730,5561,9728
-,7901,0,0,0,0
+,6807,7711,3302,8985,5043
+,2761,8450,9689,7239,5186
-,1154,0,0,0,0
-,5926,0,0,0,0
-,4618,0,0,0,0
-,7531,0,0,0,0
-,5255,0,0,0,0
-,3610,0,0,0,0
-,1433,0,0,0,0
+,4263,2875,9630,7030,9416
+,3586,7361,3700,8720,8521
-,6604,0,0,0,0
+,6241,5704,3979,5902,9731
+,8791,9886,5870,1906,1791
-,8902,0,0,0,0
+,1455,7910,2216,20,231
+,1200,1291,8894,6003,8489
+,3214,4955,8204,5036,303
+,8028,5250,8811,5265,1883
-,7067,0,0,0,0
+,8140,4285,4125,5782,4602
-,9745,0,0,0,0
+,3302,9886,3614,2425,1983
+,4848,4510,9382,8673,843
-,8176,0,0,0,0
+,4976,1810,5714,6567,2137
+,879,7949,4555,2643,5509
+,6732,1081,9298,3528,2332
-,2237,0,0,0,0
-,7409,0,0,0,0
-,8907,0,0,0,0
+,2828,6,4613,8975,6014
+,5674,4272,2310,3378,5108
-,2688,0,0,0,0
-,7597,0,0,0,0
+,6408,9779,8702,6320,9612
+,5922,6071,9567,123,2635
+,452,6910,8806,2288,2718
+,537,555,7020,7411,6991
+,5649,3709,5255,9410,5940
+,5548,3424,4676,1954,6499
+,2673,6433,2472,6848,678
-,7152,0,0,0,0
-,7397,0,0,0,0
-,2473,0,0,0,0
-,9285,0,0,0,0
-,2657,0,0,0,0
+,7900,5662,5623,3904,6022
-,666,0,0,0,0
-,2402,0,0,0,0
+,3440,4362,7694,2376,8233
+,828,4334,2438,7673,3458
+,1419,1699,4005,5536,862
+,3077,4404,4346,5339,3472
-,9765,0,0,0,0
-,2161,0,0,0,0
-,7232,0,0,0,0
+,6058,3114,4445,9153,4001
-,899,0,0,0,0
+,9350,4811,62,8753,3360
+,3365,7563,5286,8832,3314
-,1171,0,0,0,0
+,9431,4255,4438,7182,3427
-,2277,0,0,0,0
-,8137,0,0,0,0
+,2951,5926,6014,876,7573
-,450,0,0,0,0
-,9083,0,0,0,0
-,1652,0,0,0,0
-,2008,0,0,0,0
-,6639,0,0,0,0
-,7317,0,0,0,0
-,748,0,0,0,0
-,61,0,0,0,0
+,3807,134,5003,7149,1349
-,8286,0,0,0,0
-,6770,0,0,0,0
-,7800,0,0,0,0
-,7926,0,0,0,0
-,15,0,0,0,0
+,6126,8082,9403,3621,9805
+,3524,5858,6180,2172,5551
+,5480,9168,9453,1077,4786
-,6660,0,0,0,0
+,3358,7468,4164,4474,8234
-,7641,0,0,0,0
+,889,1951,2760,478,2376
+,2465,5449,795,6367,6238
+,7106,2979,4329,5384,4474
+,1221,4099,5987,1016,7610
-,1892,0,0,0,0
+,2026,8634,4065,7417,4194
-,1077,0,0,0,0
+,8541,5288,5955,7843,8533
-,9105,0,0,0,0
+,2898,8739,1271,4474,7924
-,1325,0,0,0,0
-,7345,0,0,0,0
+,851,329,7774,4151,2399
-,637,0,0,0,0
-,1427,0,0,0,0
+,4057,7903,5153,7832,4720
-,1357,0,0,0,0
+,8901,3004,4711,7996,2174
-,3532,0,0,0,0
-,9508,0,0,0,0
-,3013,0,0,0,0
-,6511,0,0,0,0
-,8164,0,0,0,0
+,9060,4455,4884,8206,5237
+,6961,6088,8461,245,4198
+,3362,1502,868,9521,1385
-,1556,0,0,0,0
+,6291,741,8153,8333,2215
+,9029,8464,7748,7008,7267
+,3747,7580,7453,3392,3097
-,1537,0,0,0,0
+,1122,8788,4059,7953,642
-,2021,0,0,0,0
+,8231,2280,6286,5387,3054
+,7321,5797,7474,1907,9479
-,5788,0,0,0,0
+,9106,8829,2496,4859,2967
-,1561,0,0,0,0
-,4268,0,0,0,0
-,3654,0,0,0,0
-,4844,0,0,0,0
+,2022,7909,6815,6577,4155
+,1194,203,8482,9395,3543
+,2128,7329,411,1309,4815
+,9077,1653,6878,8688,9228
+,727,6285,4083,9091,7389
+,5276,2458,4615,8228,2710
-,8784,0,0,0,0
-,3729,0,0,0,0
-,3316,0,0,0,0
+,3207,7970,2239,5484,2330
-,2509,0,0,0,0
-,5618,0,0,0,0
-,5958,0,0,0,0
-,6746,0,0,0,0
+,7238,7302,9347,9336,6722
+,7887,1930,2345,1696,2805
+,6544,8332,5679,1459,9419
+,9186,7684,5628,8538,857
+,1529,4257,582,501,9060
-,1328,0,0,0,0
-,7352,0,0,0,0
-,7702,0,0,0,0
-,8300,0,0,0,0
-,7777,0,0,0,0
-,6762,0,0,0,0
-,9663,0,0,0,0
-,9574,0,0,0,0
+,8467,2110,1468,1890,4709
+,3755,7369,5130,3477,2696
-,9118,0,0,0,0
+,3980,4038,1549,4872,5028
+,7871,8231,1831,3622,2735
-,6305,0,0,0,0
+,5467,2491,2130,6017,316
-,674,0,0,0,0
+,4645,7268,9222,5098,9956
-,618,0,0,0,0
-,4675,0,0,0,0
+,7083,8510,7310,1929,4734
+,1505,8672,4981,9670,3450
+,3107,9942,2825,9603,6728
+,7070,1825,6042,2679,3074
+,3303,8966,1482,1900,672
-,2775,0,0,0,0
+,8376,2408,1383,5625,779
-,4197,0,0,0,0
-,9252,0,0,0,0
-,6576,0,0,0,0
+,3642,5774,5144,8450,5212
-,2291,0,0,0,0
-,2895,0,0,0,0
-,9534,0,0,0,0
-,1806,0,0,0,0
+,2084,7289,6961,1044,1199
+,753,5293,7550,1331,9479
-,3034,0,0,0,0
-,1124,0,0,0,0
+,9421,6538,4642,9513,9416
-,3344,0,0,0,0
+,6609,1277,6779,7763,9500
-,8216,0,0,0,0
-,5610,0,0,0,0
+,8118,2111,4738,6443,3909
+,5130,6345,1590,4641,6296
-,1607,0,0,0,0
+,3765,7633,9389,676,3433
+,2937,2574,5279,328,1359
+,6417,5026,8174,3507,9549
+,5774,6258,1095,3210,1805
-,6806,0,0,0,0
-,6273,0,0,0,0
+,6224,5740,8133,1280,9846
-,9689,0,0,0,0
+,5664,588,7986,6836,2021
-,2987,0,0,0,0
+,4410,6630,74,7882,2009
-,2490,0,0,0,0
-,4780,0,0,0,0
+,8084,6208,440,1587,6207
+,1648,1148,9823,2534,2146
+,6273,507,6483,4545,7073
-,3920,0,0,0,0
-,5712,0,0,0,0
-,8621,0,0,0,0
-,3070,0,0,0,0
-,5979,0,0,0,0
+,2261,9815,120,9533,831
-,2865,0,0,0,0
+,2442,6596,4231,5016,6059
-,1039,0,0,0,0
-,7946,0,0,0,0
+,7401,5395,921,6957,4726
+,9115,4558,4676,1110,8735
+,1018,7244,8418,197,659
+,5231,1534,1024,8251,8320
+,3744,3775,892,5148,1515
-,4299,0,0,0,0
+,4737,9519,4413,4860,1018
+,5553,1599,341,1161,3813
-,2458,0,0,0,0
-,8661,0,0,0,0
-,9832,0,0,0,0
+,947,1116,2022,9770,5986
+,9047,7083,2912,736,4159
-,4632,0,0,0,0
-,3659,0,0,0,0
+,74,3892,788,171,173
-,6861,0,0,0,0
-,8716,0,0,0,0
-,330,0,0,0,0
+,6186,2593,2271,1004,5798
-,905,0,0,0,0
+,8309,7585,7011,7670,4573
+,3905,9299,6513,6716,7464
-,9369,0,0,0,0
+,2899,463,3163,1308,7414
-,7841,0,0,0,0
+,5105,2598,5832,5685,1325
-,8146,0,0,0,0
-,6150,0,0,0,0
+,5396,9876,4272,8198,2582
+,8516,461,1925,5400,4068
-,3931,0,0,0,0
+,6472,3019,8613,878,5751
+,9648,6093,9616,5510,7228
-,1509,0,0,0,0
-,5792,0,0,0,0
+,239,1693,8331,6484,8973
+,3672,1855,4068,4735,5050
+,633,1286,233,2956,3900
+,6140,873,6178,2088,829
+,8336,9030,6718,6931,7680
-,9387,0,0,0,0
+,9429,4619,1831,4447,1713
-,5991,0,0,0,0
+,9849,6152,8084,2589,4102
+,1953,4271,5896,6763,3866
-,5954,0,0,0,0
+,5862,9349,6949,6284,8777
-,6407,0,0,0,0
+,9401,2557,9642,2769,1014
-,7373,0,0,0,0
-,3678,0,0,0,0
+,8826,6327,6185,2942,2433
-,1384,0,0,0,0
-,3143,0,0,0,0
+,2969,5698,5866,9482,2604
+,3194,917,1260,5259,569
-,5136,0,0,0,0
-,7561,0,0,0,0
-,8695,0,0,0,0
+,1759,4073,9026,9771,8794
+,518,1422,9876,7485,6141
-,6667,0,0,0,0
+,6910,7639,9956,3100,326
+,1321,487,8598,7930,9231
+,8131,2740,8249,1377,9062
+,4072,6978,3255,606,9983
-,535,0,0,0,0
-,7246,0,0,0,0
-,2153,0,0,0,0
-,2619,0,0,0,0
-,8475,0,0,0,0
+,1755,5660,7544,426,1540
-,7244,0,0,0,0
-,1879,0,0,0,0
+,8770,8394,4989,1119,5292
+,610,566,5359,8115,780
-,8903,0,0,0,0
+,4096,6887,5340,252,7268
-,7758,0,0,0,0
-,6957,0,0,0,0
-,7312,0,0,0,0
-,1133,0,0,0,0
+,3505,4863,8411,4424,9877
-,608,0,0,0,0
-,3824,0,0,0,0
-,3028,0,0,0,0
-,2578,0,0,0,0
-,2962,0,0,0,0
+,8641,5573,1976,8974,6596
+,8871,7034,3303,9303,8962
+,7934,347,7456,7350,5806
-,4808,0,0,0,0
+,7488,2043,1388,8213,2333
+,2994,4929,330,4123,1176
+,5944,7193,8844,8515,4851
-,2974,0,0,0,0
+,5708,2873,4018,1350,4407
-,36,0,0,0,0
-,6265,0,0,0,0
-,3394,0,0,0,0
-,9282,0,0,0,0
+,5340,2253,3344,190,7851
+,1564,7011,4172,8319,7347
+,8010,9365,3462,6537,8886
-,3215,0,0,0,0
-,8534,0,0,0,0
-,6917,0,0,0,0
-,2848,0,0,0,0
-,3604,0,0,0,0
-,4141,0,0,0,0
-,1729,0,0,0,0
-,7795,0,0,0,0
+,4696,8926,1727,7906,1355
+,3516,3969,5248,585,2677
+,3704,3734,3081,8459,2217
-,7592,0,0,0,0
-,9450,0,0,0,0
+,7941,2540,8921,668,7499
+,853,975,6591,1601,4455
+,6336,9228,7461,9307,2500
-,7724,0,0,0,0
-,3180,0,0,0,0
+,5998,7464,1896,2953,6256
+,6474,6426,9788,6437,919
+,9705,5049,7270,2459,3594
-,9221,0,0,0,0
+,6026,3324,1243,9524,975
+,1427,4471,78,7214,121
-,1457,0,0,0,0
-,8846,0,0,0,0
-,471,0,0,0,0
+,7707,4980,6741,5397,1542
-,277,0,0,0,0
-,1413,0,0,0,0
+,6766,3788,609,4030,9377
-,970,0,0,0,0
+,8850,5008,4187,3747,632
-,3475,0,0,0,0
-,7555,0,0,0,0
-,2168,0,0,0,0
+,7290,1132,9602,852,8678
-,6641,0,0,0,0
+,7865,9388,6857,2779,9375
-,5516,0,0,0,0
-,9039,0,0,0,0
-,5004,0,0,0,0
+,1801,595,7009,1635,1890
-,8514,0,0,0,0
+,4031,3223,9781,2270,9219
-,5755,0,0,0,0
-,226,0,0,0,0
-,1589,0,0,0,0
-,5825,0,0,0,0
+,7605,3709,1067,9883,9475
+,2502,8886,7816,7384,8144
+,8184,4985,6021,3870,1324
+,3651,7235,4859,8767,1911
+,5872,1326,3162,3713,3737
-,1100,0,0,0,0
-,1169,0,0,0,0
-,2604,0,0,0,0
-,8049,0,0,0,0
+,9832,1788,5218,9384,4133
-,4642,0,0,0,0
-,3023,0,0,0,0
-,4173,0,0,0,0
+,6053,7090,4998,6514,9832
+,972,8392,5912,318,6259
-,3783,0,0,0,0
-,3825,0,0,0,0
+,2771,1748,5999,4871,3007
+,3105,4917,8692,2775,4577
-,3996,0,0,0,0
+,4454,7010,3422,713,1951
-,1161,0,0,0,0
-,2837,0,0,0,0
+,7363,9495,5283,6260,9556
+,1468,4585,9604,166,1496
-,8781,0,0,0,0
-,5535,0,0,0,0
-,5967,0,0,0,0
+,676,6305,7628,6955,4519
-,3205,0,0,0,0
+,3017,3709,5789,6607,5320
+,1067,272,2018,2656,9224
+,9055,1615,4380,3739,2340
+,218,3167,8052,5403,5742
-,5104,0,0,0,0
+,284,1260,5420,3560,8188
-,2881,0,0,0,0
-,198,0,0,0,0
+,1179,2315,3640,7869,7083
-,3344,0,0,0,0
-,5782,0,0,0,0
-,3597,0,0,0,0
-,8412,0,0,0,0
-,2067,0,0,0,0
+,3013,858,4006,996,4211
-,450,0,0,0,0
+,8350,3453,2360,3847,3275
-,8772,0,0,0,0
-,2194,0,0,0,0
-,9133,0,0,0,0
-,5861,0,0,0,0
-,1194,0,0,0,0
-,6610,0,0,0,0
+,5898,3735,5113,6877,4481
-,9377,0,0,0,0
+,3114,9844,8993,1847,8036
-,2264,0,0,0,0
-,8995,0,0,0,0
-,9928,0,0,0,0
+,6727,5806,2072,1876,7302
-,8750,0,0,0,0
+,8968,701,4342,824,758
-,7536,0,0,0,0
-,591,0,0,0,0
+,9451,9472,5888,98,4369
-,2946,0,0,0,0
-,5289,0,0,0,0
-,1891,0,0,0,0
-,929,0,0,0,0
+,3239,7414,3739,7938,3231
-,7632,0,0,0,0
-,215,0,0,0,0
-,9838,0,0,0,0
-,3287,0,0,0,0
-,881,0,0,0,0
-,6322,0,0,0,0
+,6118,7691,1185,733,5802
+,7692,8168,379,5045,6891
+,2810,8151,3313,5828,8228
+,6627,4268,7949,4445,884
-,5994,0,0,0,0
-,6548,0,0,0,0
+,4019,9651,989,1938,1365
-,6978,0,0,0,0
-,723,0,0,0,0
-,3070,0,0,0,0
+,3064,4515,817,2226,9493
+,1889,9695,3651,1815,7758
-,4132,0,0,0,0
-,441,0,0,0,0
+,4529,8846,7956,2871,7432
+,4302,1763,1942,9047,4361
+,8517,954,8452,9643,2150
+,1016,7441,1033,8907,4534
+,1284,486,9510,3248,3142
+,2053,9258,4281,3781,1297
-,8013,0,0,0,0
+,7699,2845,3368,9273,8898
-,1122,0,0,0,0
+,2838,5181,4994,8173,8736
-,811,0,0,0,0
-,5734,0,0,0,0
-,132,0,0,0,0
-,2027,0,0,0,0
+,2158,9998,3508,9457,692
+,4571,6954,9499,9450,3726
-,6906,0,0,0,0
+,5780,15,985,7619,6277
-,4452,0,0,0,0
+,4354,9755,8973,3526,7247
+,8039,9675,2109,3701,9518
+,4919,2019,8968,256,8607
-,5947,0,0,0,0
-,338,0,0,0,0
-,7576,0,0,0,0
-,6710,0,0,0,0
-,5579,0,0,0,0
+,1120,661,8757,5003,9640
-,8133,0,0,0,0
-,8137,0,0,0,0
+,5125,6809,1067,3003,607
-,3533,0,0,0,0
+,6502,2745,7420,7318,1799
+,4399,4261,3749,9139,2747
-,2839,0,0,0,0
-,6212,0,0,0,0
+,3964,274,5432,8134,6146
+,2414,6382,6009,9298,7681
+,2817,442,1837,9362,7982
-,5846,0,0,0,0
-,8117,0,0,0,0
-,8347,0,0,0,0
+,147,5456,1457,3689,4573
-,5730,0,0,0,0
-,6543,0,0,0,0
-,6784,0,0,0,0
-,3213,0,0,0,0
+,1232,935,5607,5090,9387
+,3476,4816,2755,3373,8219
-,1142,0,0,0,0
-,4705,0,0,0,0
+,8210,8038,9760,2642,7374
-,8049,0,0,0,0
-,7532,0,0,0,0
+,4413,9223,4875,7200,7140
-,3012,0,0,0,0
+,8655,6924,9268,8404,1330
-,1309,0,0,0,0
-,6505,0,0,0,0
+,955,9909,6816,1989,9126
-,5529,0,0,0,0
-,1714,0,0,0,0
+,117,3417,1144,4481,8613
-,7943,0,0,0,0
-,2005,0,0,0,0
-,6026,0,0,0,0
+,6527,4685,9587,9004,1411
+,9751,8516,4984,6638,3626
-,1012,0,0,0,0
+,1149,8145,4057,5987,772
-,5845,0,0,0,0
+,8603,6567,1630,9532,3807
+,2347,8328,5410,4144,1078
-,9094,0,0,0,0
+,4457,7562,2999,6045,5398
+,10,1495,4885,9768,10
+,7908,6309,555,5311,5486
-,2293,0,0,0,0
-,7137,0,0,0,0
+,4055,4799,2811,8232,1837
-,8998,0,0,0,0
+,5919,4478,2317,1571,7019
-,5275,0,0,0,0
-,6688,0,0,0,0
+,5397,323,82,1925,8460
+,7183,4810,9127,2777,282
+,7939,9822,6457,3798,3127
+,9535,9567,7085,2418,6528
-,5386,0,0,0,0
-,4383,0,0,0,0
-,150,0,0,0,0
-,7637,0,0,0,0
-,1661,0,0,0,0
-,5552,0,0,0,0
+,1456,4698,6521,6199,5545
+,2812,3506,9393,2972,5754
-,94,0,0,0,0
+,9828,5660,8422,3877,2271
+,8695,9404,6843,4754,7328
-,878,0,0,0,0
+,7812,8297,9198,641,1372
-,5415,0,0,0,0
-,2293,0,0,0,0
-,9253,0,0,0,0
-,7505,0,0,0,0
+,3425,5807,7297,7209,6011
+,3899,3248,5846,3962,5840
-,5546,0,0,0,0
+,8002,7188,7251,8177,2155
+,7013,1749,4730,1813,5067
+,5408,1743,5284,5839,4128
+,4368,6723,9391,6520,9859
+,8062,4703,6075,9028,6009
+,2089,4634,7422,7916,8805
-,2339,0,0,0,0
-,5222,0,0,0,0
-,3640,0,0,0,0
+,1707,7205,9505,7438,3213
-,1529,0,0,0,0
-,3878,0,0,0,0
+,1602,6029,5914,4287,1477
-,4873,0,0,0,0
+,2013,1186,8274,2629,4719
-,6552,0,0,0,0
+,1594,3375,7360,6963,5311
-,5438,0,0,0,0
-,8371,0,0,0,0
+,7689,2619,8971,5599,5419
-,3611,0,0,0,0
+,4116,7592,3425,6822,8973
-,5729,0,0,0,0
+,748,5955,5611,9474,7520
-,9623,0,0,0,0
+,1935,6525,5183,7747,1086
+,833,5379,7484,8575,2157
-,8016,0,0,0,0
-,9599,0,0,0,0
-,561,0,0,0,0
+,4904,3345,4008,679,6765
-,5283,0,0,0,0
