OP,A1,A2,A3,A4,A5 
+,2986,6994,4008,6340,2100
+,223,2278,9318,921,4663
+,7895,7299,3266,6619,9559
+,1843,2151,4311,1513,9630
+,1610,7670,4941,9358,6885
+,612,3156,8813,3284,3178
+,878,7704,5546,1043,4742
+,6316,8684,1524,4442,9352
+,5857,6871,6179,6051,905
+,5156,4398,3934,9618,57
+,4837,6195,2672,7689,3652
-,78,0,0,0,0
+,5679,5779,1253,6070,3369
+,8922,7419,7362,4079,591
+,2223,3636,5512,8317,7910
+,821,2730,1953,5726,2797
+,3727,288,9128,6372,7690
+,9526,9560,495,3588,5563
+,9313,814,6240,2955,1395
+,5797,1595,1731,5889,5675
+,9287,7463,8544,2480,1304
-,800,0,0,0,0
+,408,4892,6945,2837,7903
+,9478,4859,8172,3024,3605
+,8581,4896,6622,594,712
+,4057,4468,7121,1722,6032
+,3634,7565,3949,3413,514
+,988,9905,1909,9529,5689
+,4250,2518,655,7551,5125
+,7667,8672,1267,2771,4680
+,5129,1695,4997,1565,1238
+,6796,4238,5159,264,4079
+,8646,9217,4102,1382,8584
+,1136,9634,4471,7549,3987
+,9251,1605,9125,1243,3437
+,493,9041,3513,117,2675
+,4461,2728,4926,4622,2536
+,5091,8127,2137,2958,4457
+,9952,514,8692,4580,8415
+,9966,1940,6693,7342,2940
+,9907,8250,1819,9811,1059
+,4479,514,4710,7599,6485
+,3244,9237,7124,982,1816
+,6170,1184,9878,1869,8591
+,9098,2873,2364,4115,2860
+,3811,2291,2317,5363,8475
+,9739,1510,5103,3191,6378
+,4695,8698,7586,4947,128
+,4721,7564,2031,1952,5166
+,2883,7156,7381,7681,5656
+,3837,7616,128,111,68
+,2495,16,5354,2839,6411
+,2649,451,4639,908,1686
+,5873,4504,3749,9990,2791
+,4076,4156,8542,7101,9917
-,694,0,0,0,0
+,6889,7350,368,9806,4494
+,7244,3668,731,8980,9720
+,1561,4823,7957,7573,6419
+,4020,189,9446,4356,5918
+,2632,9217,5749,1735,1846
+,8779,7504,2521,4391,5425
+,8940,7281,4297,8349,9673
+,9402,262,259,725,5208
+,7762,6372,5187,5620,839
+,1891,8622,410,7357,3241
+,7448,3986,5921,2601,9462
+,7827,1114,8624,9043,5195
+,1201,2496,8713,4198,7118
+,1159,6743,4282,3319,4103
+,360,993,7141,5941,5813
+,6812,6643,7395,6004,9218
-,778,0,0,0,0
+,4104,9495,6458,6179,2312
+,6437,1232,6502,3030,9545
+,1151,2907,4107,7581,2086
+,501,3523,8146,2438,4420
-,650,0,0,0,0
+,6070,3073,6454,520,3066
+,2326,2188,6654,7574,7802
+,6849,2454,607,1646,8188
+,9806,791,7768,2861,3799
+,1188,1453,5893,7983,5994
+,6074,5067,7078,2078,7237
+,6237,7571,5823,1901,8423
+,4520,5417,6809,3702,2663
+,2143,1047,2236,4162,8771
+,1455,9747,8992,9220,7981
+,3931,4601,9248,1773,3078
+,2351,9746,3759,9054,6880
+,1856,1042,6522,5055,4029
+,44,9415,4331,4025,6272
+,2783,1058,3735,3142,5371
+,3228,17,883,6834,99
+,3943,5662,3748,7509,4387
+,8749,595,1940,8718,563
+,5998,5033,5375,5719,7997
-,748,0,0,0,0
+,3443,4744,3448,5140,9017
+,2895,6017,8325,7720,804
+,1461,2591,3598,3296,7691
+,4389,46,9900,6850,5122
+,5718,1692,2104,1668,907
+,7352,6679,6318,9662,2256
+,1945,7839,792,3797,5945
+,1486,4180,6573,5297,6970
+,9495,8690,4183,4073,6767
-,569,0,0,0,0
+,7603,4170,4658,6827,5148
+,3225,80,7754,7521,5546
+,1508,2700,5732,7588,6977
+,9752,3686,9501,9773,4432
+,8393,3181,9099,2021,7565
+,3457,7171,8786,2443,9630
+,4860,1868,2119,8985,8869
+,7112,2923,6952,2823,5643
+,6193,303,2256,9251,2805
+,8353,3188,1,9758,3551
+,6040,5057,9081,5244,8888
+,3402,8229,918,6213,3865
+,3423,8478,2200,8098,6816
+,7877,3022,9688,6299,5302
+,5274,6084,3636,4951,2393
+,9274,9095,1685,8525,4420
+,3897,7000,2997,182,4391
-,372,0,0,0,0
+,9960,2059,6392,2400,1912
+,8816,6517,1409,7211,3095
+,4898,8074,4311,7828,2438
-,770,0,0,0,0
+,4954,8536,409,871,5952
+,7025,8411,8433,9640,2854
+,2507,9156,2281,9380,6816
+,5572,7674,8843,8075,9435
+,1418,5200,3769,7908,748
+,9553,9934,9646,5135,9484
+,6107,562,8280,1831,3083
+,3029,6562,8103,6239,6960
+,3172,854,1735,5956,3417
+,5762,8653,4984,4462,7550
+,6116,9970,7751,6984,8486
+,2355,2065,4929,7638,925
+,6352,2354,6155,854,1280
+,9938,8132,1500,6762,6791
-,457,0,0,0,0
+,6914,5834,6699,9379,9382
+,481,5391,3923,6555,8865
+,3037,5196,6824,1473,3242
+,678,8845,4769,3456,3502
+,8147,3568,7181,7904,8925
-,850,0,0,0,0
+,2113,1325,7687,2897,8363
-,345,0,0,0,0
+,4397,4153,8502,1011,2291
+,9831,4330,5180,8866,6947
+,4545,8587,2136,1535,346
-,997,0,0,0,0
+,1467,8966,6228,8414,9816
+,1632,3256,3166,6154,219
+,8822,3970,9350,7293,5666
+,8755,6849,9478,8679,6941
-,90,0,0,0,0
+,6118,1193,5142,6391,2146
+,4927,1630,3776,1156,9351
+,9683,9297,9810,3576,2433
+,9685,3852,1731,8138,4994
+,5226,8251,1285,1406,3201
+,8364,7919,9792,1128,8848
+,7608,5216,818,7443,3351
+,4025,4883,3358,3114,1408
+,9414,9859,2541,9171,7873
+,3041,9420,2662,6414,222
+,7026,9038,8475,1169,697
+,6151,1640,2387,3456,6003
+,2199,6172,5717,2924,4798
+,6540,580,2926,3902,8816
+,1549,2088,9759,6769,9729
+,2334,9026,6350,1987,7528
+,7239,4306,4336,3861,1167
-,183,0,0,0,0
+,6671,4242,3620,1346,4807
+,1205,5166,9084,1889,9276
+,4801,318,742,5969,2039
+,3671,4331,9214,221,1087
+,2467,1338,932,6397,2573
-,58,0,0,0,0
+,4677,926,8051,3538,6156
-,839,0,0,0,0
+,2280,6819,3241,5464,4108
+,5660,8148,4838,7854,9079
+,3780,2079,5763,3910,7049
+,1599,3460,4565,7044,5459
+,6133,9306,3010,9935,2581
+,4478,5736,4663,2313,6776
+,2959,4025,1594,6068,3664
+,8309,7333,4834,6460,8551
+,2027,2967,5648,5064,3529
+,250,5803,7736,229,3037
+,7480,7144,3370,9757,4149
+,1146,7077,8402,2091,4643
+,6006,4613,4319,9782,1501
+,5008,8743,5397,4188,9108
+,4248,5149,6093,9993,3980
+,9129,5168,6173,4804,9560
+,7878,2373,5055,3020,5826
+,8823,7367,3498,4369,8487
+,3703,9848,2169,9379,8117
+,2459,7044,4753,3183,2827
-,865,0,0,0,0
+,2656,1053,1091,2645,3345
+,2408,7332,2210,5999,3398
+,8313,6199,9538,9964,1699
+,7751,7388,7180,3779,5066
+,6092,6558,65,3468,7795
-,604,0,0,0,0
+,4762,9908,6754,3417,2209
+,1586,6461,9157,2498,749
+,9824,5971,1493,5396,1935
-,7,0,0,0,0
-,312,0,0,0,0
+,3817,206,5704,5673,6672
+,5861,821,3817,8613,6882
+,4754,462,2998,319,1911
+,2024,1919,4258,6862,2722
+,5447,8546,9867,6888,9519
+,9551,2573,9596,185,619
+,6695,1949,7301,5633,1581
+,454,452,8928,6025,7904
-,992,0,0,0,0
+,7690,9078,1625,1354,6724
+,4148,6129,6250,3333,136
-,34,0,0,0,0
+,8848,8021,7793,6238,5479
+,5808,3141,4044,389,7354
+,7713,1979,5796,4721,8314
+,6005,4968,2779,9500,921
+,6377,8875,2293,1958,4524
+,3072,447,9142,5515,4792
+,9758,6698,8367,52,3478
+,5913,3774,683,5847,8507
+,5840,3380,4230,9873,8770
+,5773,8849,8888,6754,2375
+,865,9668,6189,2964,3949
+,2677,8074,7659,9536,1022
+,6158,5827,831,8193,1795
+,3938,6006,7213,8835,7859
+,6655,5494,642,7175,3968
+,8901,7860,172,7244,91
+,9157,6905,218,9602,2077
+,1713,3446,8705,9162,196
+,2150,7559,7394,2929,3254
+,1285,1205,5447,8352,5484
+,957,2203,6680,5120,7398
-,958,0,0,0,0
-,498,0,0,0,0
+,5399,2030,5544,6899,4134
+,3442,3756,9954,653,6639
-,350,0,0,0,0
+,7768,2054,7262,1895,5075
+,7727,8938,2740,5738,5829
+,7274,6620,1712,7633,2737
+,5590,2069,602,1982,6177
+,7453,2968,942,1835,1750
+,5637,1091,7646,8544,6313
+,5645,4532,2615,617,2571
+,207,2704,6880,2665,7074
+,3535,3133,2349,7606,6427
+,6394,6770,5041,6933,5606
+,2218,5364,9050,176,5426
+,4585,1544,6854,8985,923
+,7540,3803,6272,1942,4413
+,9674,6256,11,730,8842
+,8128,2083,5423,5974,9802
+,6076,9619,522,9372,3445
+,8033,8858,7117,4621,4530
+,8247,4072,9879,7125,2454
+,2835,1946,2031,5058,2730
-,461,0,0,0,0
+,8869,2070,7637,9479,2144
+,5064,5171,3630,7164,2265
+,9106,8718,2871,9086,943
+,4959,1753,7744,8471,2085
+,2861,5431,3105,1196,6
-,395,0,0,0,0
-,631,0,0,0,0
-,731,0,0,0,0
-,743,0,0,0,0
+,439,3161,4306,9052,8442
+,4562,4941,1641,6100,7196
-,363,0,0,0,0
+,8152,8006,4386,7341,5784
+,7304,9376,945,4562,9834
-,723,0,0,0,0
+,9854,1609,9076,6281,7864
+,306,308,8041,8276,8648
+,6357,3187,3701,7317,339
+,7438,5219,6845,974,3246
+,327,2037,9177,512,7907
+,8269,5955,7217,8082,8000
+,9709,4131,4750,5535,1776
+,3295,2820,7030,5837,7647
+,752,6906,5590,4983,3103
+,6164,9900,6829,5754,3613
+,7471,7930,5090,6050,1288
-,164,0,0,0,0
+,4485,2034,7057,4962,5897
+,1328,5884,2985,8832,2258
+,8635,3911,2690,4217,4341
+,1077,8972,5303,8105,32
+,1752,6711,6834,530,3064
+,1686,8124,3907,3625,3463
+,7378,9367,4097,9930,35
+,6718,1080,4458,2095,1736
+,3963,6170,7712,3982,2611
+,6663,2809,8611,5723,7688
+,2514,6905,260,8112,3092
+,9944,7766,6069,5520,4060
+,3252,3543,9738,3540,3030
+,6328,7360,771,1263,9437
+,3658,8011,8988,1557,5521
+,5573,9791,9440,2601,8322
+,2001,7025,7178,2777,9491
+,8886,8971,5344,2333,7272
+,27,7575,4857,8369,5205
+,9849,871,3952,91,6374
+,4510,1479,7646,1588,8455
+,7085,6376,5384,7432,6056
+,687,104,5266,2241,8147
+,6896,5198,8582,6045,7258
-,489,0,0,0,0
+,5947,8554,650,996,7041
+,3517,5101,9643,7034,3765
+,3243,3728,2856,6564,353
+,3492,3616,8871,1318,6181
-,921,0,0,0,0
+,7445,2023,7666,536,8457
+,1149,9217,5438,2822,8700
+,6991,920,8320,9405,5254
+,599,3624,9677,1130,980
-,476,0,0,0,0
+,2702,5166,1692,6827,7516
+,7148,236,9733,8847,6642
+,233,2279,6998,1302,9026
+,2757,2239,9908,1301,5244
+,6713,7731,2288,6344,4717
+,2453,9517,6848,7277,7327
+,1555,6127,4917,9683,2519
+,4564,472,2651,1903,1845
+,1873,9086,6531,8622,3078
+,6532,7272,8211,5232,9495
-,367,0,0,0,0
+,1351,7877,6574,8888,4859
+,8493,1523,3829,8186,1751
+,3743,6520,4360,5811,1000
+,1060,6364,8816,6471,1116
+,3520,7662,781,1177,7118
+,2383,7084,6529,4075,6312
+,6565,5613,6169,7793,2922
+,8023,1752,8548,4394,8514
+,310,4347,476,6788,4368
-,424,0,0,0,0
+,8825,3375,3436,8301,6726
+,3927,3697,725,4173,5457
+,1557,9154,5175,5689,1208
+,8296,3074,2099,8020,19
+,2173,5751,1807,3154,2772
+,8930,5456,4450,4113,7812
+,1127,3654,5305,4086,1307
+,5975,3651,7324,4335,9622
+,1789,4913,9605,7363,1266
+,660,3659,8261,7102,6483
+,3098,3162,7098,7535,2463
-,406,0,0,0,0
+,9840,1601,9159,614,2737
+,4671,8438,7005,557,9899
+,4808,9938,8083,4209,7959
+,731,1652,9079,4652,3180
+,8906,6507,5131,1066,5702
-,601,0,0,0,0
+,437,5967,8718,192,2501
+,1282,3234,8038,4210,3238
+,3357,8283,7975,8644,436
+,5293,9279,9436,8122,3445
+,5496,8380,6155,9815,7115
-,543,0,0,0,0
+,1589,3872,7229,5001,7140
+,4901,4201,4535,7352,3537
-,579,0,0,0,0
+,1913,9626,6768,834,892
+,2892,9526,1306,5170,7404
+,8751,7985,474,8437,5000
+,8410,4974,5677,7108,6434
+,446,6010,7267,9692,2981
+,2685,6222,8341,8938,819
+,6038,2273,8959,1819,7888
+,4483,3609,9992,5020,9901
+,3538,611,1572,7997,6556
+,2039,2094,3919,6107,3047
+,4047,1455,237,4260,2736
+,2863,8280,2210,3136,8949
+,5084,6345,4748,4327,4029
+,6632,9992,1546,9077,7407
+,981,3334,1165,9260,9244
+,2918,6659,5762,197,5448
-,467,0,0,0,0
+,5377,780,893,9325,8617
+,7368,4601,6357,3985,6057
+,2416,9947,7886,7259,1191
+,1246,806,102,1579,104
+,6777,9044,542,1468,8236
+,3434,7700,3104,1894,3244
+,3964,3931,8770,5314,7664
+,9370,1608,2473,4291,1285
+,8334,8131,9185,5913,47
+,7472,5232,6396,5097,5791
+,2768,9283,9672,1480,5426
+,2043,7235,3874,422,5905
+,154,5750,8762,2263,5920
+,5175,7748,3148,1546,8220
+,1085,9276,7198,285,7101
+,3571,5179,7305,2114,2682
+,6998,6689,3040,6642,5792
+,2373,3624,1447,1595,4534
+,5163,1576,2490,6862,7954
+,1372,4759,1076,2473,1091
+,839,9485,5447,5850,7545
+,1381,628,3351,9013,6755
+,7331,4408,7712,5295,1422
+,9275,5690,1077,4391,7877
+,7108,3878,8144,7115,1324
+,5004,2281,5958,3716,8330
+,8918,4668,2260,1152,7518
+,4964,5945,6596,6719,7667
+,4662,2519,7458,2700,8780
+,6560,9733,1794,9678,6174
+,2162,1352,9547,7920,9264
-,112,0,0,0,0
+,7757,1254,2945,3827,8461
+,1565,7275,9899,8498,741
+,6943,4332,5845,2455,7927
+,1481,7092,8167,9266,3208
+,2282,9427,1870,5936,7503
+,4455,4004,1596,3987,6433
+,9844,2831,8780,465,2395
-,254,0,0,0,0
+,6224,1696,4854,7176,7540
+,3118,7483,8057,7189,1051
-,754,0,0,0,0
+,4998,7,6523,1149,8454
+,9813,3175,2751,1563,534
+,7027,6743,3128,5910,4431
-,898,0,0,0,0
+,8263,3579,8921,144,2997
+,7874,2115,5238,7022,6246
+,5962,2474,1873,7947,8188
+,811,6717,9779,9610,2969
+,386,2318,8906,6038,6144
+,1733,1825,2542,1636,6395
+,3842,1072,2645,3248,9230
+,4966,6129,2593,6026,4023
-,889,0,0,0,0
+,8322,4861,8942,6244,4957
-,808,0,0,0,0
+,4042,1753,4157,9005,6908
+,8870,1298,2165,7327,4887
+,644,7097,7378,4231,5576
+,5450,9399,1154,4830,109
+,1067,2516,3460,4087,3377
-,139,0,0,0,0
+,8590,3333,7099,7786,3016
+,7303,6730,5834,7768,3766
+,4464,665,6834,5449,8608
-,183,0,0,0,0
+,1824,8564,8130,5793,1867
+,3051,801,8548,9985,7660
+,3891,3451,2544,2949,2728
+,3479,282,4593,880,8702
+,3459,4672,8486,7610,8298
-,796,0,0,0,0
-,907,0,0,0,0
+,2587,6450,9566,1820,292
+,916,4560,9899,5172,2456
+,8184,7971,7351,772,8004
-,809,0,0,0,0
+,304,6507,8461,7571,6396
+,9913,7840,2492,5891,3241
+,9706,1726,8345,9351,6235
+,6105,5133,3937,9872,8607
+,9257,3362,5338,193,9871
+,5919,5457,1861,7102,8917
+,959,7792,290,3635,9970
+,485,8736,4798,2216,6166
+,5498,1856,2989,4444,5058
+,6331,9471,9125,245,7602
+,9448,8051,8769,5971,5973
-,781,0,0,0,0
+,4372,4498,9321,9517,7701
+,9135,4682,9425,7416,9545
+,3160,1478,1967,1239,9720
+,9867,6919,4094,1436,7553
+,9765,5757,8532,7710,1
+,4375,2476,9269,8755,7915
+,1220,942,1511,5348,556
+,8265,3843,2170,9068,3821
+,7405,6013,3382,1107,7787
+,3536,5429,2721,2262,3165
+,2547,2895,9941,1095,6013
-,685,0,0,0,0
+,6621,7907,2644,3328,426
+,1629,568,8870,6740,3417
+,2129,8323,9157,3746,4695
+,6425,8124,8011,3536,4364
+,8239,5478,4918,2382,2725
+,6975,6238,8525,4620,8957
-,802,0,0,0,0
+,6869,6396,1717,2986,6728
+,227,4,9351,7069,3455
+,4200,8622,7176,6757,2599
+,5843,99,8171,1939,665
+,4701,2591,7971,6655,1375
+,782,2863,8071,4298,4471
+,1339,1114,9944,2039,3944
+,3908,4315,2354,2019,289
+,9595,48,6445,8494,5535
+,6818,6717,6265,2008,5559
+,5432,2179,8335,4123,8555
+,1618,3196,9012,4738,7382
+,3859,1631,2448,691,4805
+,2949,1368,8169,3645,2510
+,3911,7077,9963,8408,4220
+,1139,2739,8102,6566,4906
+,8029,8794,3968,481,5936
+,509,2935,2212,5077,9376
+,1550,2219,4099,9312,8737
+,6872,9852,5414,592,529
+,3175,2680,4416,8129,1516
+,6028,9495,3998,4688,5505
+,9382,4004,6956,394,932
+,7935,6831,1895,1347,294
+,333,1153,1321,6513,7027
+,9140,3731,8210,5187,6498
+,5420,921,2070,6783,8627
+,261,9824,8109,5647,2668
+,395,9133,8829,1991,6320
+,2592,3770,5866,6881,7314
+,6323,5726,740,8673,3402
+,1224,6058,9127,5078,9363
+,2540,6415,7914,6040,1527
+,9159,5282,3748,8034,1517
+,6751,2856,3523,4147,2448
+,8794,8383,7871,3742,5868
+,2391,8977,242,46,5900
+,5046,7548,507,1655,7805
-,226,0,0,0,0
+,5706,6418,5374,5462,9423
-,329,0,0,0,0
+,2096,8234,4471,5374,5646
+,9334,7325,5437,3573,6818
+,6384,548,9013,7283,3812
+,9998,1088,8524,2016,9430
+,8430,8658,3475,2862,5549
+,3031,1231,4290,9955,1825
+,790,7296,4597,5677,3761
+,1342,4878,4591,4167,3811
+,1940,2168,4466,4957,9445
+,2461,6936,4740,5254,8869
+,1715,5028,4555,7943,4248
+,2300,1997,83,5477,6722
+,8595,8792,1864,8056,5846
+,6173,7801,7649,2136,6010
+,9981,8553,3497,3091,5435
+,552,9924,9399,7243,6197
+,5563,3183,7385,4118,4598
+,5731,9834,8454,7131,2962
+,9320,2053,268,1847,8586
+,7807,2027,8804,4830,1108
+,9901,2408,5811,6877,4605
+,740,7157,6355,7816,4965
+,9204,3677,653,8412,4913
+,8624,635,1639,3492,8461
-,777,0,0,0,0
+,7121,22,9,6635,1144
+,7760,791,6764,692,9545
+,2915,4797,2092,316,9516
+,8293,9753,9280,8080,7724
+,432,1420,982,306,70
+,7992,2065,2242,4285,2804
+,6648,7646,2989,5317,7957
+,9396,8781,629,8143,1721
+,4621,5145,780,1559,6028
+,9670,9835,7377,3052,7885
+,9914,7858,4523,5870,703
+,1377,3152,5020,458,9749
+,7315,9842,9809,4756,2803
+,1637,1469,623,7894,6616
+,8929,8027,602,1115,9337
+,3440,2639,5263,5875,1814
+,9009,7372,580,5344,1410
+,2967,6082,4299,7082,611
+,1652,428,1776,6363,4124
+,1928,2004,9417,2779,8564
-,623,0,0,0,0
+,4974,6336,3202,8015,3293
+,9398,4552,8089,9441,1719
+,6493,4981,8888,2925,8711
+,7678,1613,4720,417,9117
+,3275,7542,1558,9085,3594
+,4316,7714,9205,9407,2071
+,5565,8785,5824,743,5092
+,2939,5644,7962,4467,1135
+,4349,3503,7489,6529,1128
-,929,0,0,0,0
+,4953,8270,5868,3189,4088
+,840,9763,8447,7166,7022
+,8019,535,4539,7700,9164
+,1112,7160,5171,232,6110
+,1950,9368,7923,2177,6401
+,9411,7108,9567,3224,2142
+,6891,5257,1710,2141,6262
+,4469,6276,4705,9548,8256
+,1590,4248,8474,8020,8937
+,8653,6808,2307,8137,5997
+,4503,1073,5436,4479,300
+,3359,7440,4080,8941,9731
-,804,0,0,0,0
+,5260,1039,9718,6946,3958
+,844,5410,1490,9885,3040
+,2154,5763,8646,8693,9183
+,4509,3284,9361,7018,4123
+,7013,5656,8898,2649,3506
+,3499,9128,5815,1644,9932
+,1412,4509,8967,1933,3813
+,682,5233,8586,5181,886
+,997,6778,7263,6276,8395
+,3335,9087,5446,6071,2012
+,7010,4593,257,3331,7081
+,973,8099,6912,784,344
+,2614,4424,739,1797,6548
+,4383,366,7534,6820,7170
+,8224,7494,8532,8042,4345
+,3757,5250,4777,1022,6718
+,9591,4929,113,3314,9674
+,9109,6898,426,6180,7716
+,9123,5093,1605,4279,5381
+,3469,5795,1994,1616,2123
+,2167,4917,9054,9990,3200
-,747,0,0,0,0
-,177,0,0,0,0
+,148,5664,5035,1760,4453
+,2512,4025,7788,1088,5796
+,8923,8862,8642,3532,1800
+,9626,5594,2128,8364,4326
+,3257,8739,2255,7472,5895
+,1829,55,8794,1979,2175
+,7550,310,2364,4783,3690
+,673,6491,5733,2780,1955
+,2746,8831,677,6467,9912
+,5579,9244,6655,551,6401
+,7042,4680,371,7888,5064
+,4770,8290,34,5444,7077
+,841,4691,1882,8588,4077
+,8881,8170,5122,7669,7383
+,6126,9017,6229,8119,4767
+,8482,5157,172,5229,252
+,1530,9615,7492,2682,3980
+,7158,4842,1379,572,2851
+,1593,3147,6036,684,869
-,916,0,0,0,0
+,7595,5836,228,209,3095
+,7765,9828,7083,890,1734
+,5753,3083,5460,6889,4963
+,222,6968,6607,588,1984
+,8049,723,625,6047,4222
+,3659,5157,3490,1696,4729
+,8766,8101,970,5356,4050
+,9940,8325,2367,932,1349
+,1521,7395,7100,2889,7111
+,5083,8941,1495,5486,3499
+,1157,6221,9815,4200,4262
+,7459,9668,2948,9954,102
+,98,3223,3946,4936,4143
+,5888,6607,663,4671,9428
+,8913,5588,7240,7748,5439
+,9603,9411,6252,244,7161
+,2952,6095,3645,5374,4204
+,696,5724,3421,8642,8515
+,3570,7801,9639,7211,6795
+,1922,7421,4787,2546,3346
+,6972,7736,4860,8274,7134
+,4457,2147,1083,9061,4124
+,8947,2393,9648,7519,6408
+,4931,999,8562,451,2466
+,4423,1658,649,5702,8858
-,21,0,0,0,0
+,8961,6858,6988,8330,3362
+,45,8821,5339,2436,5884
+,881,9895,3563,6063,4084
+,3594,7497,1973,9765,5825
-,542,0,0,0,0
+,8883,6844,60,680,816
+,9255,9381,164,3121,3790
+,5137,3816,3092,1896,4641
+,9629,1385,5473,8653,8637
-,507,0,0,0,0
+,9359,7308,1608,3814,532
+,1803,9855,9442,593,9165
-,432,0,0,0,0
+,7596,2583,9748,8031,1830
+,3599,4261,86,2676,2818
+,3391,9525,39,6679,3360
+,1228,6063,8083,1073,5302
+,5152,6218,4128,4917,6797
+,6958,7586,6672,602,881
+,9148,8623,834,4215,8416
+,9662,2423,587,6849,9612
+,7575,2319,7437,126,7127
+,7764,5915,9541,9897,3555
+,6232,1258,4338,3020,8273
+,7681,1121,7335,3733,2625
+,8442,887,9923,835,396
+,6968,8145,8570,1273,1583
+,8531,4204,997,7248,2438
+,7859,5223,6679,2251,1922
+,369,6093,5965,1298,708
+,6084,5346,302,8861,7151
+,9744,7302,9500,5528,2909
+,6168,2273,443,809,7178
+,7169,7261,6148,1083,6917
+,5117,8058,207,2233,6800
+,9485,2340,3917,5288,8696
-,52,0,0,0,0
+,365,9405,4271,9393,8866
+,1168,8337,7040,1207,953
+,5271,5208,3557,3429,6521
+,7272,8552,9760,2045,5360
+,5683,8001,7607,9859,2963
+,6983,600,3794,4458,4145
-,338,0,0,0,0
+,5491,3658,413,2496,9294
+,5052,2357,9434,9799,9180
+,671,7526,1590,6379,6996
+,6669,5685,3135,8997,1948
-,179,0,0,0,0
+,6558,4755,6272,5503,6494
+,7109,5101,9596,1845,8713
+,4189,8489,4696,3646,3933
+,1021,6910,9994,7512,4905
+,8333,1088,7041,9526,9799
+,8073,76,4167,1518,330
-,870,0,0,0,0
+,9465,7642,8017,6188,2474
+,4435,6812,7880,2931,9080
-,383,0,0,0,0
+,2137,2611,1384,1808,8391
+,7508,9794,3731,7833,5569
+,3461,3680,1080,2193,385
+,2686,6227,5555,3548,3922
+,1247,6973,629,8216,4641
+,8527,365,4496,964,329
+,5727,5747,6655,4636,2382
+,7687,20,345,5288,3790
+,8457,1528,8708,7434,7460
+,8701,5129,949,771,1129
+,8452,6042,9067,604,1351
+,5167,2688,4621,304,5381
+,7711,7934,174,572,8627
+,2813,7353,1536,2575,6349
+,6825,369,547,3576,5336
+,7492,1459,1537,7829,1682
+,3218,3672,7053,5788,8843
+,7230,2402,4180,2214,583
+,7638,6167,7026,374,1913
+,2040,9831,1199,5303,1546
+,814,8310,2209,3120,9321
+,9635,5507,2795,2466,2670
-,278,0,0,0,0
+,3415,7355,9590,4212,164
+,8424,9309,9550,1123,5411
+,2087,4094,9863,8607,599
+,9705,6437,4439,7172,3870
+,8055,1778,8282,9618,3038
+,8885,6356,5770,1196,2821
+,6605,283,5444,6327,445
+,8308,3971,9172,3141,7012
+,1056,8871,8232,8901,1407
+,8233,1863,3847,9825,5195
+,7724,5657,7452,2904,2958
+,9193,3241,205,756,3699
+,6051,4685,9543,15,6338
+,7516,9559,3526,7053,9656
+,5959,7043,2809,9720,8219
+,1396,1219,5327,3612,1869
+,6514,3043,1520,9999,7442
+,5347,9652,4917,791,6450
+,5356,239,2288,7504,6508
+,1787,4884,1198,500,8428
+,5785,1515,6715,3209,4898
+,9031,4934,1716,3665,4385
+,4131,4407,5048,513,8391
+,6805,895,6306,3075,5271
+,6169,6360,7549,4560,4668
-,441,0,0,0,0
+,5053,9111,6463,4265,7788
+,6291,7959,1853,215,4034
-,59,0,0,0,0
+,549,4767,2560,3263,180
+,128,4489,7276,3591,3433
+,9244,9581,6078,9322,7903
+,5986,125,3473,7129,1718
+,726,5366,8060,7969,2201
-,704,0,0,0,0
+,2036,1414,5841,8400,8538
+,1969,2086,351,5692,2202
+,932,7,3151,6984,8032
+,3094,3189,4474,9774,9475
+,9804,3645,3272,2613,25
+,7100,1826,7131,58,9835
+,3430,4822,9103,9314,7369
+,2711,2416,9529,7779,3757
+,5786,2817,5988,1640,1797
+,2117,9721,7264,2688,2066
+,4849,5021,9110,194,2653
+,2580,2221,8023,8594,8282
+,6834,2501,7410,1349,6957
+,8556,7421,2544,8391,4604
+,8587,331,8721,3221,5256
-,870,0,0,0,0
+,5408,5539,8785,2405,5438
+,9590,970,833,7959,7757
+,1150,2689,7117,4873,4870
+,3719,5192,1080,3768,8641
+,2810,4722,3780,397,5822
+,4797,49,3984,4568,8609
+,5917,345,6083,1714,4024
+,5088,3302,4581,4684,1280
+,8449,4081,4893,5103,1621
+,1165,4949,3215,8154,529
+,1353,7490,5765,1576,7372
+,9610,3002,3324,6881,4920
+,3918,4845,490,4319,1115
+,2425,9282,6401,8528,1106
+,5764,3129,2040,8697,9754
-,78,0,0,0,0
+,9735,6704,5624,7746,6639
-,184,0,0,0,0
+,5451,7286,4725,4364,886
+,9201,4527,4830,7301,7742
+,9729,9816,4921,7786,9335
+,766,3220,998,1366,1439
+,2984,41,7871,1971,9663
+,7565,9485,5628,9091,2305
+,2645,4049,3540,9483,2225
+,8747,6319,4011,9826,4452
+,7868,7443,3595,5984,3504
+,9637,6347,5446,2181,3942
+,4609,5659,8598,3080,4415
+,8694,5131,8372,7396,5799
-,758,0,0,0,0
+,8157,1288,3971,7874,5242
+,5923,7852,8750,8339,8966
+,2418,4902,4248,7310,2800
+,8565,1392,9845,544,6698
+,4191,5116,1867,433,3149
+,121,1386,7979,3462,6347
+,3580,8551,9408,8679,7942
+,3603,7595,5596,3717,5849
-,153,0,0,0,0
-,946,0,0,0,0
-,43,0,0,0,0
+,4620,2639,5227,5934,4326
+,1392,5959,4872,682,515
